ID,Name,equipId,value,mtrlId,eventFlag_forStock,eventFlag_forRelease,sellQuantity,pad3,equipType,costType,pad1,setNum,value_Add,value_Magnification,iconId,nameMsgId,menuTitleMsgId,menuIconId,pad2
1600113,,670300,1200,-1,220620,99019775,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600114,,2529,500,-1,220630,99019775,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600115,,9500,300,-1,220640,99019775,3,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600116,,8550,500,-1,220650,99019775,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600117,,50000000,20,-1,220660,99019775,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600118,,15400,50,-1,220670,99019775,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600119,,8701,300,-1,69610,99019775,1,0,3,0,0,1,0,1,-1,8751,-1,-1,[0|0]
1600120,,8702,300,-1,69620,99019775,1,0,3,0,0,1,0,1,-1,8752,-1,-1,[0|0]
1600121,,15390,100,-1,220700,99019775,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600122,,15150,150,-1,220710,99019775,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600123,,15210,150,-1,220720,99019775,-1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600401,,33000000,1000,-1,230000,99019780,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600402,,34000000,1500,-1,230010,99019780,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600403,,34040000,1500,-1,230020,99019780,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600404,,4000,800,-1,230030,99019780,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600405,,4220,1200,-1,230040,99019780,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600406,,5510,600,-1,230050,99019780,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600407,,6020,1000,-1,230060,99019780,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600408,,7320,1000,-1,230070,99019780,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600409,,980000,1600,-1,230080,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600410,,981100,2000,-1,230090,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600411,,980200,1600,-1,230100,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600412,,980300,1600,-1,230110,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600413,,730000,1600,-1,230120,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600414,,730100,2000,-1,230130,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600415,,730200,1600,-1,230140,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600416,,730300,1600,-1,230150,99019780,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600417,,1000,800,-1,230160,99019780,1,0,2,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600418,,2130,1000,-1,230170,99019780,1,0,2,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600419,,50010000,100,-1,230180,99019780,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
1600420,,8703,500,-1,69630,99019780,1,0,3,0,0,1,0,1,-1,8753,-1,-1,[0|0]
3010000,,3010000,1000,-1,1045617000,1045610000,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3010050,,3010050,1000,-1,1046617000,1046610000,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3013300,,3013300,1000,-1,1045617033,1045610033,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3013350,,3013350,1000,-1,1046617033,1046610033,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3016600,,3016600,1000,-1,1045617066,1045610066,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3016650,,3016650,1000,-1,1046617066,1046610066,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3020000,,3020000,1000,-1,1045617100,1045610100,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3020050,,3020050,1000,-1,1046617100,1046610100,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3023300,,3023300,1000,-1,1045617133,1045610133,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3023350,,3023350,1000,-1,1046617133,1046610133,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3026600,,3026600,1000,-1,1045617166,1045610166,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3026650,,3026650,1000,-1,1046617166,1046610166,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3030000,,3030000,1000,-1,1045617200,1045610200,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3030050,,3030050,1000,-1,1046617200,1046610200,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3033300,,3033300,1000,-1,1045617233,1045610233,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3033350,,3033350,1000,-1,1046617233,1046610233,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3036600,,3036600,1000,-1,1045617266,1045610266,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3036650,,3036650,1000,-1,1046617266,1046610266,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3040000,,3040000,1000,-1,1045617300,1045610300,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3040050,,3040050,1000,-1,1046617300,1046610300,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3043300,,3043300,1000,-1,1045617333,1045610333,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3043350,,3043350,1000,-1,1046617333,1046610333,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3046600,,3046600,1000,-1,1045617366,1045610366,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3046650,,3046650,1000,-1,1046617366,1046610366,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3050000,,3050000,1000,-1,1045617400,1045610400,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3050050,,3050050,1000,-1,1046617400,1046610400,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3053300,,3053300,1000,-1,1045617433,1045610433,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3053350,,3053350,1000,-1,1046617433,1046610433,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3056600,,3056600,1000,-1,1045617466,1045610466,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3056650,,3056650,1000,-1,1046617466,1046610466,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3060000,,3060000,1000,-1,1045617500,1045610500,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3060050,,3060050,1000,-1,1046617500,1046610500,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3063300,,3063300,1000,-1,1045617533,1045610533,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3063350,,3063350,1000,-1,1046617533,1046610533,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3066600,,3066600,1000,-1,1045617566,1045610566,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3066650,,3066650,1000,-1,1046617566,1046610566,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3070000,,3070000,1000,-1,1045617600,1045610600,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3070050,,3070050,1000,-1,1046617600,1046610600,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3073300,,3073300,1000,-1,1045617633,1045610633,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3073350,,3073350,1000,-1,1046617633,1046610633,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3076600,,3076600,1000,-1,1045617666,1045610666,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3076650,,3076650,1000,-1,1046617666,1046610666,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3080000,,3080000,1000,-1,1045617700,1045610700,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3080050,,3080050,1000,-1,1046617700,1046610700,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3083300,,3083300,1000,-1,1045617733,1045610733,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3083350,,3083350,1000,-1,1046617733,1046610733,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3086600,,3086600,1000,-1,1045617766,1045610766,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
3086650,,3086650,1000,-1,1046617766,1046610766,1,0,3,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9000000,,3010000,0,900000,400000,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9000001,,3020000,0,900001,400010,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9000002,,3030000,0,900002,400020,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9000003,,3040000,0,900003,400030,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9000004,,3060000,0,900004,400040,0,1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9001000,,970000,0,901000,400000,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9001001,,970100,0,901001,400010,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9001002,,970200,0,901002,400020,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9001003,,970300,0,901003,400030,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9001004,,970400,0,901004,400040,0,1,0,1,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9999001,,0,-1,-1,0,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
9999002,,0,-1,-1,0,0,-1,0,0,0,0,1,0,1,-1,-1,-1,-1,[0|0]
50000100,,1000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000101,,1010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000102,,1020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000103,,1030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000104,,1040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000105,,1050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000106,,1060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000107,,1070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000108,,1080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000109,,1090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000110,,1100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000111,,1110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000112,,1120000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000113,,1130000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000114,,1140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000115,,1150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000116,,1160000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000117,,1170000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000200,,2000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000201,,2010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000202,,2020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000203,,2030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000204,,2040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000205,,2050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000206,,2060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000207,,2070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000208,,2080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000209,,2090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000210,,2100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000211,,2110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000212,,2120000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000214,,2140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000215,,2150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000218,,2180000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000219,,2190000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000220,,2200000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000221,,2210000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000222,,2220000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000223,,2230000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000224,,2240000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000225,,2250000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000226,,2260000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000300,,3000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000301,,3010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000302,,3020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000303,,3030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000304,,3040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000305,,3050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000306,,3060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000307,,3070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000308,,3080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000309,,3090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000310,,3100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000313,,3130000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000314,,3140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000315,,3150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000316,,3160000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000317,,3170000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000318,,3180000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000319,,3190000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000320,,3200000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000321,,3210000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000400,,4000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000401,,4010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000402,,4020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000403,,4030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000404,,4040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000405,,4050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000406,,4060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000407,,4070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000408,,4080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000410,,4100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000411,,4110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000500,,5000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000501,,5010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000502,,5020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000503,,5030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000504,,5040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000505,,5050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000506,,5060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000600,,6000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000601,,6010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000602,,6020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000604,,6040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000700,,7000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000701,,7010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000702,,7020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000703,,7030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000704,,7040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000705,,7050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000706,,7060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000707,,7070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000708,,7080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000710,,7100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000711,,7110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000712,,7120000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000713,,7130000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000714,,7140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000715,,7150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000716,,7160000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000801,,8010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000802,,8020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000803,,8030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000804,,8040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000805,,8050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000806,,8060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000807,,8070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000808,,8080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000809,,8090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000810,,8100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000811,,8110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000900,,9000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000901,,9010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000902,,9020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000903,,9030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000904,,9040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000906,,9060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000907,,9070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50000908,,9080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001000,,10000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001001,,10010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001003,,10030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001005,,10050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001008,,10080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001009,,10090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001010,,10100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001100,,11000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001101,,11010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001103,,11030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001104,,11040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001105,,11050000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001106,,11060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001107,,11070000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001108,,11080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001109,,11090000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001110,,11100000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001111,,11110000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001112,,11120000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001113,,11130000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001114,,11140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001115,,11150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001200,,12000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001201,,12010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001202,,12020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001203,,12030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001206,,12060000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001208,,12080000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001213,,12130000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001214,,12140000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001215,,12150000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001216,,12160000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001217,,12170000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001218,,12180000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001219,,12190000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001220,,12200000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001221,,12210000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001300,,13000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001301,,13010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001302,,13020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001303,,13030000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001304,,13040000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001400,,14000000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001401,,14010000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
50001402,,14020000,10,-1,0,0,-1,0,0,3,0,1,0,1,-1,-1,226010,-1,[0|0]
