ID,Name,disableParam_NT,disableParamReserve1,disableParamReserve2,refId_default,sfxVariationId,weight,basicPrice,sellValue,behaviorId,replaceItemId,sortId,appearanceReplaceItemId,yesNoDialogMessageId,useEnableSpEffectType,potGroupId,pad,iconId,modelId,shopLv,compTrophySedId,trophySeqId,maxNum,consumeHeroPoint,overDexterity,goodsType,refCategory,spEffectCategory,unknown_0x40,goodsUseAnim,opmeMenuType,useLimitCategory,replaceCategory,reserve4,enable_live,enable_gray,enable_white,enable_black,enable_multi,disable_offline,isEquip,isConsume,isAutoEquip,isEstablishment,isOnlyOne,isDiscard,isDeposit,isDisableHand,isRemoveItem_forGameClear,isSuppleItem,isFullSuppleItem,isEnhance,isFixItem,disableMultiDropShare,disableUseAtColiseum,disableUseAtOutOfColiseum,isEnableFastUseItem,isApplySpecialEffect,syncNumVaryId,refId_1,refVirtualWepId,vagrantItemLotId,vagrantBonusEneDropItemLotId,vagrantItemEneDropItemLotId,castSfxId,fireSfxId,effectSfxId,enable_ActiveBigRune,isBonfireWarpItem,enable_Ladder,isUseMultiPlayPreparation,canMultiUse,isShieldEnchant,isWarpProhibited,isUseMultiPenaltyOnly,suppleType,autoReplenishType,isDrop,showLogCondType,isSummonHorse,showDialogCondType,isSleepCollectionItem,enableRiding,disableRiding,maxRepositoryNum,sortGroupId,isUseNoAttackRegion,unknown_0x73_1,unknown_0x73_2,pad1,saleValue,rarity,useLimitSummonBuddy,useLimitSpEffectType,aiUseJudgeId,consumeMP,consumeHP,reinforceGoodsId,reinforceMaterialId,reinforcePrice,useLevel_vowType0,useLevel_vowType1,useLevel_vowType2,useLevel_vowType3,useLevel_vowType4,useLevel_vowType5,useLevel_vowType6,useLevel_vowType7,useLevel_vowType8,useLevel_vowType9,useLevel_vowType10,useLevel_vowType11,useLevel_vowType12,useLevel_vowType13,useLevel_vowType14,useLevel_vowType15,useLevel,reserve5,itemGetTutorialFlagId,reserve3
325006,,1,0,[0|0|0],225003,-1,0,0,-1,0,325007,55403,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325008,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325007,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325006,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325008,,1,0,[0|0|0],225004,-1,0,0,-1,0,325009,55404,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325010,10004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325009,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325008,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325010,,1,0,[0|0|0],225005,-1,0,0,-1,0,325011,55405,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325012,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325011,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325010,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325012,,1,0,[0|0|0],225006,-1,0,0,-1,0,325013,55406,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325014,10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325013,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325012,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325014,,1,0,[0|0|0],225007,-1,0,0,-1,0,325015,55407,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325016,10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325015,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325014,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325016,,1,0,[0|0|0],225008,-1,0,0,-1,0,325017,55408,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325018,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325017,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325016,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325018,,1,0,[0|0|0],225009,-1,0,0,-1,0,325019,55409,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,325020,10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325019,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325018,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325020,,1,0,[0|0|0],225010,-1,0,0,-1,0,325021,55410,-1,20000610,0,-1,0,133,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,360,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
325021,,1,0,[0|0|0],12225000,-1,0,0,-1,0,325020,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,720,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326000,,1,0,[0|0|0],226000,-1,0,0,-1,0,326001,55500,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326001,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326000,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326002,,1,0,[0|0|0],226001,-1,0,0,-1,0,326003,55501,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326004,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326003,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326002,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326004,,1,0,[0|0|0],226002,-1,0,0,-1,0,326005,55502,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326006,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326005,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326004,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326006,,1,0,[0|0|0],226003,-1,0,0,-1,0,326007,55503,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326008,10003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326007,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326006,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326008,,1,0,[0|0|0],226004,-1,0,0,-1,0,326009,55504,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326010,10004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326009,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326008,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326010,,1,0,[0|0|0],226005,-1,0,0,-1,0,326011,55505,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326012,10005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326011,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326010,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326012,,1,0,[0|0|0],226006,-1,0,0,-1,0,326013,55506,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326014,10006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326013,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326012,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326014,,1,0,[0|0|0],226007,-1,0,0,-1,0,326015,55507,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326016,10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326015,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326014,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326016,,1,0,[0|0|0],226008,-1,0,0,-1,0,326017,55508,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326018,10008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326017,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326016,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326018,,1,0,[0|0|0],226009,-1,0,0,-1,0,326019,55509,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,326020,10009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326019,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326018,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326020,,1,0,[0|0|0],226010,-1,0,0,-1,0,326021,55510,-1,20000610,0,-1,0,134,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,330,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
326021,,1,0,[0|0|0],12226000,-1,0,0,-1,0,326020,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,660,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
327000,,1,0,[0|0|0],227000,-1,0,0,-1,0,327001,55800,-1,20000610,0,-1,0,135,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,410,-1,327002,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
327001,,1,0,[0|0|0],12227000,-1,0,0,-1,0,327000,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,820,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
327002,,1,0,[0|0|0],227001,-1,0,0,-1,0,327003,55801,-1,20000610,0,-1,0,135,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,410,-1,327004,10001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
327003,,1,0,[0|0|0],12227000,-1,0,0,-1,0,327002,900000,-1,-1,30258,-1,0,45071,0,-1,-1,-1,1,0,50,0,1,0,0,34,0,0,0,[0|0],1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,42301503,42301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,15,1,0,0,0,0,1,0,673,-1,820,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
327004,,1,0,[0|0|0],227002,-1,0,0,-1,0,327005,55802,-1,20000610,0,-1,0,135,0,-1,-1,-1,1,0,50,7,2,0,0,34,13,0,0,[0|0],1,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,-1,301503,301512,-1,1,0,0,1,0,0,0,0,3,0,0,1,0,2,0,1,0,1000,20,1,0,0,0,0,1,1,9190,-1,410,-1,327006,10002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,[0|0],710550,[0|0|0|0|0|0|0|0]
